Item Category,Material Category,Cost Price,Credit,Total Sale,gender,age,visit_frequency,satisfaction_rating,Combined Category,Sale Count,Sale Cluster
Chain,Silver,28.0,116.6,116.6,Male,53.0,Regular,3.9,Chain - Silver,625,Average Selling
Chain,Silver,36.0,151.05,151.05,Others,30.0,Regular,4.4,Chain - Silver,625,Average Selling
Chain,Silver,10.0,90.1,90.1,Others,63.0,Regular,4.3,Chain - Silver,625,Average Selling
Chain,Silver,5.0,31.8,31.8,Male,18.0,Regular,4.8,Chain - Silver,625,Average Selling
Chain,Silver,50,124.0,124.0,Male,70.0,Rare,4.0,Chain - Silver,625,Average Selling
Chain,Silver,26.0,100.0,100.0,Male,45.0,Occasional,3.6,Chain - Silver,625,Average Selling
Chain,Silver,950.0,1800.0,1800.0,Male,59.0,Regular,4.3,Chain - Silver,625,Average Selling
Chain,Silver,12.0,65.0,65.0,Others,44.0,Rare,3.8,Chain - Silver,625,Average Selling
Chain,Silver,15.0,185.0,185.0,Female,53.0,Regular,4.9,Chain - Silver,625,Average Selling
Chain,Silver,35.0,90.1,90.1,Female,70.0,Regular,3.7,Chain - Silver,625,Average Selling
Chain,Silver,10.0,47.7,47.7,Male,53.0,Regular,4.0,Chain - Silver,625,Average Selling
Chain & Charm,14K Gold,214,400.0,400.0,Male,43.0,Occasional,3.4,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,162,310.0,310.0,Female,46.0,Regular,3.3,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,69,172.0,172.0,Male,31.0,Occasional,4.2,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,214.6,380.0,380.0,Male,52.0,Regular,3.4,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,100,200.0,200.0,Female,70.0,Occasional,4.3,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,445.3,40.0,40.0,Female,47.0,Regular,4.7,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,0,700.0,700.0,Female,56.0,Occasional,3.7,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,194,392.2,392.2,Female,27.0,Regular,3.6,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,163.2,307.4,307.4,Female,38.0,Occasional,4.6,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,92,185.5,185.5,Female,24.0,Regular,4.7,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,109,179.99,179.99,Female,20.0,Regular,3.8,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,48.0,47.99,47.99,Others,28.0,Occasional,4.1,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,101.5,168.54,168.54,Others,49.0,Regular,4.6,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,50,100.0,100.0,Male,54.0,Rare,4.8,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,126.0,100.0,100.0,Male,63.0,Rare,4.6,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,100.0,199.0,199.0,Male,26.0,Occasional,4.7,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,50,162.0,162.0,Female,29.0,Occasional,3.9,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,230.0,412.34,412.34,Female,35.0,Regular,4.2,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,372.0,683.7,683.7,Others,44.0,Regular,4.1,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,424.0,581.94,581.94,Female,22.0,Occasional,4.7,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,304.2,599.99,599.99,Male,43.0,Regular,3.6,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,463.0,760.0,760.0,Female,50.0,Occasional,4.4,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,184.0,310.0,310.0,Others,31.0,Regular,3.7,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,50,10.0,10.0,Male,67.0,Rare,4.9,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,188.0,430.0,430.0,Male,31.0,Regular,5.0,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,92.4,173.4,173.4,Male,33.0,Rare,4.3,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,300.0,600.0,600.0,Female,30.0,Regular,4.7,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,12.0,70.0,70.0,Male,23.0,Regular,3.5,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,289.8,550.0,550.0,Others,45.0,Regular,4.5,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,50,100.0,100.0,Male,52.0,Regular,4.9,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,113.0,286.19,286.19,Male,39.0,Regular,4.4,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,84.0,185.5,185.5,Male,31.0,Occasional,4.6,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,173.0,422.0,422.0,Male,57.0,Regular,4.3,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,36.0,75.0,75.0,Male,53.0,Regular,3.5,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,105.6,240.0,240.0,Male,49.0,Occasional,5.0,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,130.2,249.1,249.1,Male,69.0,Regular,3.6,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,75.6,200.34,200.34,Male,70.0,Rare,4.2,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,96.9,306.34,306.34,Female,35.0,Regular,3.7,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,54.4,159.99,159.99,Male,47.0,Rare,4.8,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,205.8,424.0,424.0,Male,61.0,Rare,3.7,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,92.4,184.44,184.44,Male,66.0,Regular,4.9,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,236.8,544.84,544.84,Male,58.0,Regular,3.9,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,121.0,380.0,380.0,Male,30.0,Regular,4.0,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,80.0,200.0,200.0,Female,62.0,Occasional,4.0,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,126.0,100.0,100.0,Male,36.0,Regular,4.8,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,100.0,199.0,199.0,Others,54.0,Regular,3.7,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,50,162.0,162.0,Male,36.0,Regular,3.8,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,105.0,240.0,240.0,Female,19.0,Occasional,4.7,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,370.0,200.0,200.0,Others,42.0,Regular,3.7,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,50,100.0,100.0,Female,58.0,Regular,4.3,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,80.0,200.0,200.0,Female,49.0,Regular,3.8,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,99.0,110.0,110.0,Male,27.0,Regular,4.1,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,100.0,212.0,212.0,Female,27.0,Occasional,4.9,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,185.0,310.0,310.0,Female,25.0,Occasional,4.2,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,228.0,424.0,424.0,Others,54.0,Regular,4.5,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,142.0,195.0,195.0,Male,35.0,Regular,4.6,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,50,200.0,200.0,Male,54.0,Occasional,3.3,Chain & Charm - 14K Gold,58,Low Selling
Chain & Charm,14K Gold,110.0,212.0,212.0,Female,37.0,Regular,3.9,Chain & Charm - 14K Gold,58,Low Selling
Watch,Watches,100,212.0,212.0,Others,37.0,Regular,4.0,Watch - Watches,556,Average Selling
Watch,Watches,0,135.0,135.0,Male,58.0,Regular,4.0,Watch - Watches,556,Average Selling
Watch,Watches,177,250.0,250.0,Male,65.0,Regular,4.9,Watch - Watches,556,Average Selling
Watch,Watches,321,500.0,500.0,Female,68.0,Regular,4.3,Watch - Watches,556,Average Selling
Watch,Watches,199,300.0,300.0,Female,69.0,Occasional,3.6,Watch - Watches,556,Average Selling
Watch,Watches,135,286.0,286.0,Female,18.0,Regular,4.5,Watch - Watches,556,Average Selling
Watch,Watches,69,200.34,200.34,Male,18.0,Regular,4.1,Watch - Watches,556,Average Selling
Watch,Watches,165,100.0,100.0,Others,21.0,Regular,4.2,Watch - Watches,556,Average Selling
Watch,Watches,0,191.0,191.0,Female,55.0,Regular,4.1,Watch - Watches,556,Average Selling
Watch,Watches,20,106.0,106.0,Female,20.0,Regular,4.7,Watch - Watches,556,Average Selling
Watch,Watches,89,20.0,20.0,Others,67.0,Occasional,4.2,Watch - Watches,556,Average Selling
Watch,Watches,150,250.0,250.0,Male,39.0,Regular,3.5,Watch - Watches,556,Average Selling
Watch,Watches,135,371.0,371.0,Male,54.0,Occasional,4.8,Watch - Watches,556,Average Selling
Watch,Watches,135,270.0,270.0,Female,58.0,Regular,4.7,Watch - Watches,556,Average Selling
Watch,Watches,18,100.0,100.0,Male,52.0,Regular,4.5,Watch - Watches,556,Average Selling
Watch,Watches,-47,0.0,0.0,Female,48.0,Regular,4.4,Watch - Watches,556,Average Selling
Watch,Watches,127.5,450.5,450.5,Female,46.0,Regular,4.0,Watch - Watches,556,Average Selling
Watch,Watches,98,175.0,175.0,Female,18.0,Regular,4.1,Watch - Watches,556,Average Selling
Watch,Watches,90,160.0,160.0,Female,52.0,Regular,4.8,Watch - Watches,556,Average Selling
Watch,Watches,148,150.0,150.0,Female,45.0,Regular,4.4,Watch - Watches,556,Average Selling
Watch,Watches,178.5,318.0,318.0,Female,22.0,Regular,4.1,Watch - Watches,556,Average Selling
Watch,Watches,0,20.0,20.0,Male,24.0,Occasional,3.6,Watch - Watches,556,Average Selling
Watch,Watches,0,169.0,169.0,Female,30.0,Occasional,4.4,Watch - Watches,556,Average Selling
Watch,Watches,0,45.0,45.0,Female,35.0,Occasional,4.9,Watch - Watches,556,Average Selling
Watch,Watches,112.5,170.0,170.0,Female,46.0,Regular,4.9,Watch - Watches,556,Average Selling
Watch,Watches,82.5,190.8,190.8,Male,23.0,Occasional,3.9,Watch - Watches,556,Average Selling
Watch,Watches,229,470.0,470.0,Female,49.0,Occasional,3.9,Watch - Watches,556,Average Selling
Watch,Watches,105,180.0,180.0,Male,63.0,Regular,4.3,Watch - Watches,556,Average Selling
Watch,Watches,148.5,60.0,60.0,Male,68.0,Regular,3.6,Watch - Watches,556,Average Selling
Watch,Watches,135,265.0,265.0,Female,19.0,Regular,4.4,Watch - Watches,556,Average Selling
Watch,Watches,75,159.0,159.0,Male,47.0,Occasional,3.7,Watch - Watches,556,Average Selling
Watch,Watches,39.5,159.0,159.0,Others,62.0,Regular,4.9,Watch - Watches,556,Average Selling
Watch,Watches,20,106.0,106.0,Male,50.0,Regular,4.9,Watch - Watches,556,Average Selling
Watch,Watches,60,206.0,206.0,Male,60.0,Regular,4.6,Watch - Watches,556,Average Selling
Watch,Watches,59.99,190.8,190.8,Female,24.0,Regular,3.6,Watch - Watches,556,Average Selling
Watch,Watches,142.5,300.0,300.0,Female,33.0,Occasional,4.3,Watch - Watches,556,Average Selling
Watch,Watches,50,248.0,248.0,Male,60.0,Occasional,5.0,Watch - Watches,556,Average Selling
Watch,Watches,50,100.0,100.0,Female,33.0,Regular,3.5,Watch - Watches,556,Average Selling
Watch,Watches,179,35.0,35.0,Male,53.0,Regular,3.6,Watch - Watches,556,Average Selling
Watch,Watches,179,50.0,50.0,Female,49.0,Rare,4.2,Watch - Watches,556,Average Selling
Watch,Watches,50,10.0,10.0,Female,66.0,Occasional,4.7,Watch - Watches,556,Average Selling
Watch,Watches,149,20.0,20.0,Male,38.0,Regular,4.3,Watch - Watches,556,Average Selling
Watch,Watches,100,200.0,200.0,Male,63.0,Occasional,3.3,Watch - Watches,556,Average Selling
Watch,Watches,50,20.0,20.0,Female,31.0,Occasional,4.1,Watch - Watches,556,Average Selling
Watch,Watches,50,40.0,40.0,Female,47.0,Regular,3.3,Watch - Watches,556,Average Selling
Watch,Watches,149,20.0,20.0,Male,69.0,Regular,4.5,Watch - Watches,556,Average Selling
Watch,Watches,50,20.0,20.0,Male,60.0,Occasional,3.6,Watch - Watches,556,Average Selling
Watch,Watches,139,263.94,263.94,Male,48.0,Regular,3.4,Watch - Watches,556,Average Selling
Watch,Watches,50,20.0,20.0,Male,65.0,Regular,3.7,Watch - Watches,556,Average Selling
Watch,Watches,50,20.0,20.0,Male,19.0,Occasional,4.8,Watch - Watches,556,Average Selling
Watch,Watches,50,20.0,20.0,Male,70.0,Regular,4.4,Watch - Watches,556,Average Selling
Watch,Watches,10,53.0,53.0,Female,48.0,Occasional,4.0,Watch - Watches,556,Average Selling
Watch,Watches,149,212.0,212.0,Female,62.0,Regular,4.2,Watch - Watches,556,Average Selling
Watch,Watches,50,106.0,106.0,Male,34.0,Regular,3.6,Watch - Watches,556,Average Selling
Watch,Watches,50,30.0,30.0,Male,51.0,Regular,4.3,Watch - Watches,556,Average Selling
Watch,Watches,50,20.0,20.0,Male,37.0,Regular,3.7,Watch - Watches,556,Average Selling
Watch,Watches,50,40.0,40.0,Male,34.0,Occasional,3.9,Watch - Watches,556,Average Selling
Watch,Watches,50,25.0,25.0,Others,41.0,Regular,4.8,Watch - Watches,556,Average Selling
Watch,Watches,195,583.0,583.0,Female,63.0,Regular,3.7,Watch - Watches,556,Average Selling
Watch,Watches,50,20.0,20.0,Others,59.0,Regular,4.5,Watch - Watches,556,Average Selling
Watch,Watches,69,159.0,159.0,Others,46.0,Rare,4.5,Watch - Watches,556,Average Selling
Watch,Watches,50,35.0,35.0,Male,57.0,Regular,4.6,Watch - Watches,556,Average Selling
Watch,Watches,100,200.0,200.0,Female,60.0,Regular,4.5,Watch - Watches,556,Average Selling
Watch,Watches,225,50.0,50.0,Female,68.0,Regular,4.5,Watch - Watches,556,Average Selling
Watch,Watches,119,316.94,316.94,Male,65.0,Regular,3.5,Watch - Watches,556,Average Selling
Watch,Watches,110,400.0,400.0,Male,65.0,Regular,4.7,Watch - Watches,556,Average Selling
Watch,Watches,97.5,200.0,200.0,Female,70.0,Regular,4.7,Watch - Watches,556,Average Selling
Watch,Watches,110,400.0,400.0,Male,57.0,Regular,3.6,Watch - Watches,556,Average Selling
Watch,Watches,50,25.0,25.0,Male,29.0,Regular,4.8,Watch - Watches,556,Average Selling
Watch,Watches,45,20.0,20.0,Male,57.0,Regular,3.4,Watch - Watches,556,Average Selling
Watch,Watches,70,200.0,200.0,Male,25.0,Regular,4.9,Watch - Watches,556,Average Selling
Watch,Watches,225,470.0,470.0,Male,51.0,Regular,3.5,Watch - Watches,556,Average Selling
Watch,Watches,60,189.0,189.0,Male,68.0,Regular,4.4,Watch - Watches,556,Average Selling
Watch,Watches,50,138.99,138.99,Male,52.0,Regular,3.4,Watch - Watches,556,Average Selling
Watch,Watches,18,115.54,115.54,Female,29.0,Occasional,4.9,Watch - Watches,556,Average Selling
Watch,Watches,149,212.0,212.0,Male,29.0,Occasional,4.4,Watch - Watches,556,Average Selling
Watch,Watches,160,296.8,296.8,Female,26.0,Occasional,4.9,Watch - Watches,556,Average Selling
Watch,Watches,100,169.59,169.59,Male,31.0,Regular,4.5,Watch - Watches,556,Average Selling
Watch,Watches,50,20.0,20.0,Male,24.0,Occasional,3.3,Watch - Watches,556,Average Selling
Watch,Watches,20,50.0,50.0,Female,18.0,Regular,3.9,Watch - Watches,556,Average Selling
Watch,Watches,18,105.0,105.0,Female,35.0,Regular,3.4,Watch - Watches,556,Average Selling
Watch,Watches,50,10.0,10.0,Others,50.0,Occasional,4.4,Watch - Watches,556,Average Selling
Watch,Watches,18,85.0,85.0,Others,43.0,Regular,4.8,Watch - Watches,556,Average Selling
Watch,Watches,36,106.0,106.0,Male,35.0,Regular,4.9,Watch - Watches,556,Average Selling
Watch,Watches,150,318.0,318.0,Female,26.0,Regular,3.4,Watch - Watches,556,Average Selling
Watch,Watches,18,85.0,85.0,Female,40.0,Regular,4.7,Watch - Watches,556,Average Selling
Watch,Watches,100,212.0,212.0,Male,49.0,Regular,3.5,Watch - Watches,556,Average Selling
Watch,Watches,295,530.0,530.0,Female,43.0,Regular,3.5,Watch - Watches,556,Average Selling
Watch,Watches,50,109.0,109.0,Female,61.0,Occasional,4.8,Watch - Watches,556,Average Selling
Watch,Watches,39,94.34,94.34,Male,38.0,Occasional,3.7,Watch - Watches,556,Average Selling
Watch,Watches,69,201.4,201.4,Others,32.0,Occasional,3.7,Watch - Watches,556,Average Selling
Watch,Watches,128,250.0,250.0,Others,68.0,Regular,4.8,Watch - Watches,556,Average Selling
Watch,Watches,300,610.0,610.0,Male,45.0,Regular,3.5,Watch - Watches,556,Average Selling
Watch,Watches,50,109.0,109.0,Female,21.0,Regular,3.9,Watch - Watches,556,Average Selling
Watch,Watches,50,40.0,40.0,Male,69.0,Occasional,3.6,Watch - Watches,556,Average Selling
Watch,Watches,88.5,170.0,170.0,Female,63.0,Regular,4.9,Watch - Watches,556,Average Selling
Watch,Watches,165.0,280.0,280.0,Male,30.0,Occasional,3.3,Watch - Watches,556,Average Selling
Watch,Watches,199.0,302.0,302.0,Male,25.0,Regular,4.7,Watch - Watches,556,Average Selling
Watch,Watches,172.5,306.34,306.34,Male,57.0,Regular,3.8,Watch - Watches,556,Average Selling
Watch,Watches,105.0,268.0,268.0,Male,43.0,Occasional,4.7,Watch - Watches,556,Average Selling
Watch,Watches,18.0,100.0,100.0,Others,30.0,Rare,3.5,Watch - Watches,556,Average Selling
Watch,Watches,50,10.0,10.0,Female,43.0,Regular,4.5,Watch - Watches,556,Average Selling
Watch,Watches,124.75,317.99,317.99,Female,36.0,Regular,4.0,Watch - Watches,556,Average Selling
Watch,Watches,208.0,318.99,318.99,Male,69.0,Regular,5.0,Watch - Watches,556,Average Selling
Watch,Watches,58.5,100.0,100.0,Male,38.0,Regular,3.8,Watch - Watches,556,Average Selling
Watch,Watches,99.0,174.9,174.9,Male,59.0,Rare,4.8,Watch - Watches,556,Average Selling
Watch,Watches,208.0,325.0,325.0,Others,35.0,Occasional,3.4,Watch - Watches,556,Average Selling
Watch,Watches,70.0,159.0,159.0,Female,37.0,Regular,4.0,Watch - Watches,556,Average Selling
Watch,Watches,89.0,196.0,196.0,Male,21.0,Occasional,3.6,Watch - Watches,556,Average Selling
Watch,Watches,75.0,106.0,106.0,Female,65.0,Regular,4.3,Watch - Watches,556,Average Selling
Watch,Watches,65.0,180.0,180.0,Female,51.0,Regular,3.3,Watch - Watches,556,Average Selling
Watch,Watches,18.0,85.0,85.0,Female,40.0,Regular,4.7,Watch - Watches,556,Average Selling
Watch,Watches,18.0,137.0,137.0,Female,60.0,Regular,4.9,Watch - Watches,556,Average Selling
Watch,Watches,148.0,240.0,240.0,Female,65.0,Occasional,4.5,Watch - Watches,556,Average Selling
Watch,Watches,20.0,106.0,106.0,Others,28.0,Regular,4.2,Watch - Watches,556,Average Selling
Watch,Watches,124.0,250.0,250.0,Others,24.0,Regular,3.8,Watch - Watches,556,Average Selling
Watch,Watches,60.0,188.68,188.68,Female,33.0,Regular,3.8,Watch - Watches,556,Average Selling
Watch,Watches,65.0,157.94,157.94,Male,45.0,Rare,3.5,Watch - Watches,556,Average Selling
Watch,Watches,75.0,179.14,179.14,Male,38.0,Occasional,4.1,Watch - Watches,556,Average Selling
Watch,Watches,200.0,400.34,400.34,Male,37.0,Occasional,3.8,Watch - Watches,556,Average Selling
Watch,Watches,172.5,395.5,395.5,Female,49.0,Regular,3.9,Watch - Watches,556,Average Selling
Watch,Watches,150.0,340.0,340.0,Male,61.0,Regular,3.9,Watch - Watches,556,Average Selling
Watch,Watches,142.5,470.0,470.0,Female,39.0,Occasional,4.0,Watch - Watches,556,Average Selling
Watch,Watches,100.0,350.0,350.0,Female,44.0,Regular,4.6,Watch - Watches,556,Average Selling
Watch,Watches,80.0,285.0,285.0,Female,40.0,Occasional,4.8,Watch - Watches,556,Average Selling
Watch,Watches,55.0,156.0,156.0,Male,45.0,Regular,4.9,Watch - Watches,556,Average Selling
Watch,Watches,40.0,153.0,153.0,Female,65.0,Occasional,3.8,Watch - Watches,556,Average Selling
Watch,Watches,40.0,185.0,185.0,Female,69.0,Occasional,3.8,Watch - Watches,556,Average Selling
Watch,Watches,200.0,350.0,350.0,Female,53.0,Occasional,3.9,Watch - Watches,556,Average Selling
Watch,Watches,40.0,150.0,150.0,Female,47.0,Occasional,3.5,Watch - Watches,556,Average Selling
Watch,Watches,100.0,200.34,200.34,Female,32.0,Regular,3.8,Watch - Watches,556,Average Selling
Watch,Watches,45.0,238.5,238.5,Male,64.0,Regular,4.1,Watch - Watches,556,Average Selling
Watch,Watches,79.0,132.5,132.5,Female,40.0,Rare,4.7,Watch - Watches,556,Average Selling
Watch,Watches,200.0,397.5,397.5,Others,44.0,Regular,3.5,Watch - Watches,556,Average Selling
Watch,Watches,87.5,175.0,175.0,Female,21.0,Regular,3.7,Watch - Watches,556,Average Selling
Watch,Watches,120.0,254.38,254.38,Female,52.0,Regular,4.3,Watch - Watches,556,Average Selling
Watch,Watches,100.0,200.34,200.34,Male,38.0,Regular,4.3,Watch - Watches,556,Average Selling
Watch,Watches,80.0,212.0,212.0,Female,36.0,Rare,4.2,Watch - Watches,556,Average Selling
Watch,Watches,148.5,212.0,212.0,Others,24.0,Regular,3.5,Watch - Watches,556,Average Selling
Watch,Watches,40.0,106.0,106.0,Male,42.0,Occasional,4.5,Watch - Watches,556,Average Selling
Watch,Watches,100.0,265.0,265.0,Female,50.0,Regular,4.6,Watch - Watches,556,Average Selling
Watch,Watches,98.0,132.5,132.5,Female,51.0,Regular,3.9,Watch - Watches,556,Average Selling
Watch,Watches,79.0,196.1,196.1,Female,63.0,Regular,4.2,Watch - Watches,556,Average Selling
Watch,Watches,80.0,212.0,212.0,Male,64.0,Regular,3.8,Watch - Watches,556,Average Selling
Watch,Watches,165.0,371.0,371.0,Male,58.0,Regular,3.4,Watch - Watches,556,Average Selling
Watch,Watches,100.0,190.8,190.8,Others,60.0,Regular,4.0,Watch - Watches,556,Average Selling
Watch,Watches,40.0,200.0,200.0,Others,20.0,Regular,4.9,Watch - Watches,556,Average Selling
Watch,Watches,79.0,213.89,213.89,Male,27.0,Regular,4.1,Watch - Watches,556,Average Selling
Watch,Watches,80.0,190.78,190.78,Male,31.0,Occasional,4.3,Watch - Watches,556,Average Selling
Watch,Watches,59.0,190.0,190.0,Male,49.0,Regular,4.7,Watch - Watches,556,Average Selling
Watch,Watches,100.0,212.0,212.0,Male,61.0,Occasional,4.8,Watch - Watches,556,Average Selling
Watch,Watches,99.0,170.0,170.0,Female,39.0,Occasional,4.7,Watch - Watches,556,Average Selling
Watch,Watches,187.5,400.0,400.0,Male,29.0,Regular,4.8,Watch - Watches,556,Average Selling
Watch,Watches,238.0,600.0,600.0,Male,42.0,Regular,3.7,Watch - Watches,556,Average Selling
Watch,Watches,149.0,318.0,318.0,Male,53.0,Regular,3.8,Watch - Watches,556,Average Selling
Watch,Watches,75.0,190.0,190.0,Female,20.0,Regular,4.1,Watch - Watches,556,Average Selling
Watch,Watches,100.0,212.0,212.0,Female,32.0,Occasional,5.0,Watch - Watches,556,Average Selling
Watch,Watches,208.0,375.0,375.0,Male,39.0,Occasional,3.8,Watch - Watches,556,Average Selling
Watch,Watches,148.5,371.0,371.0,Male,42.0,Occasional,4.7,Watch - Watches,556,Average Selling
Watch,Watches,79.0,265.0,265.0,Female,38.0,Regular,3.7,Watch - Watches,556,Average Selling
Watch,Watches,100.0,296.0,296.0,Female,50.0,Occasional,5.0,Watch - Watches,556,Average Selling
Watch,Watches,250.0,519.4,519.4,Female,43.0,Regular,3.6,Watch - Watches,556,Average Selling
Watch,Watches,64.0,179.0,179.0,Male,55.0,Occasional,4.5,Watch - Watches,556,Average Selling
Watch,Watches,100.0,39.0,39.0,Female,21.0,Regular,3.7,Watch - Watches,556,Average Selling
Watch,Watches,200.0,551.2,551.2,Female,57.0,Occasional,3.3,Watch - Watches,556,Average Selling
Watch,Watches,75.0,265.0,265.0,Male,57.0,Occasional,3.9,Watch - Watches,556,Average Selling
Watch,Watches,89.0,211.99,211.99,Female,52.0,Occasional,4.3,Watch - Watches,556,Average Selling
Watch,Watches,199.0,315.0,315.0,Others,61.0,Regular,4.6,Watch - Watches,556,Average Selling
Watch,Watches,120.0,265.0,265.0,Male,61.0,Regular,3.6,Watch - Watches,556,Average Selling
Watch,Watches,99.0,200.0,200.0,Male,43.0,Occasional,4.5,Watch - Watches,556,Average Selling
Watch,Watches,12.0,74.19,74.19,Female,47.0,Regular,4.0,Watch - Watches,556,Average Selling
Watch,Watches,99.0,212.0,212.0,Female,46.0,Regular,4.4,Watch - Watches,556,Average Selling
Watch,Watches,99.0,201.4,201.4,Female,42.0,Regular,4.6,Watch - Watches,556,Average Selling
Watch,Watches,88.5,211.0,211.0,Male,55.0,Regular,4.4,Watch - Watches,556,Average Selling
Watch,Watches,208.5,424.0,424.0,Male,35.0,Regular,3.3,Watch - Watches,556,Average Selling
Watch,Watches,50,170.0,170.0,Male,61.0,Regular,3.7,Watch - Watches,556,Average Selling
Watch,Watches,99.0,180.0,180.0,Female,50.0,Occasional,4.0,Watch - Watches,556,Average Selling
Watch,Watches,165.0,424.0,424.0,Male,47.0,Regular,4.5,Watch - Watches,556,Average Selling
Watch,Watches,200.0,423.98,423.98,Male,37.0,Occasional,4.5,Watch - Watches,556,Average Selling
Watch,Watches,45.0,212.0,212.0,Male,57.0,Occasional,3.5,Watch - Watches,556,Average Selling
Watch,Watches,225.0,345.0,345.0,Male,68.0,Regular,4.7,Watch - Watches,556,Average Selling
Watch,Watches,90.0,190.0,190.0,Female,57.0,Regular,3.9,Watch - Watches,556,Average Selling
Watch,Watches,168.0,200.0,200.0,Male,21.0,Regular,4.2,Watch - Watches,556,Average Selling
Watch,Watches,165.0,400.0,400.0,Female,47.0,Occasional,4.7,Watch - Watches,556,Average Selling
Watch,Watches,83.0,263.94,263.94,Male,68.0,Rare,3.3,Watch - Watches,556,Average Selling
Watch,Watches,116.0,212.0,212.0,Female,41.0,Occasional,4.5,Watch - Watches,556,Average Selling
Watch,Watches,70.0,159.0,159.0,Male,25.0,Regular,3.3,Watch - Watches,556,Average Selling
Watch,Watches,50.0,212.0,212.0,Male,23.0,Regular,4.9,Watch - Watches,556,Average Selling
Watch,Watches,69.0,153.7,153.7,Male,59.0,Regular,3.4,Watch - Watches,556,Average Selling
Watch,Watches,75.0,159.0,159.0,Male,19.0,Regular,4.3,Watch - Watches,556,Average Selling
Watch,Watches,120.0,255.0,255.0,Female,30.0,Regular,3.9,Watch - Watches,556,Average Selling
