Date,Description,Item Category,Material Category,Cost Price,Cash,Credit,Total Sale,gender,age,visit_frequency,satisfaction_rating
"Thursday, July 4, 2019",chain repair,Custom Repairs,Generic,,30,,30,Female,50.0,Regular,4.2
"Thursday, July 4, 2019",repair chain,Custom Repairs,Generic,,,15,15,Female,32.0,Occasional,4.8
"Friday, July 5, 2019",st chain charm,Chain and Charm,FJ,10,137,,137,Male,40.0,Occasional,4.1
"Friday, July 5, 2019",925 studs,Earring,Silver,7,,42.4,42.4,Female,70.0,Regular,3.4
"Friday, July 5, 2019",cuban chain,Chain,FJ,35,,200,200,Others,59.0,Regular,3.9
"Friday, July 5, 2019",14k studs,Earring,14K Gold,17,50,,50,Female,45.0,Occasional,4.0
"Friday, July 5, 2019",10k gold mens ring,Ring,10k Gold,100,200,,200,Male,31.0,Occasional,4.6
"Friday, July 5, 2019",925 chain,Chain,Silver,60,140,,140,Others,68.0,Occasional,4.5
"Friday, July 5, 2019",fj pendent,Charm,FJ,4,,21.2,21.2,Female,62.0,Regular,4.3
"Friday, July 5, 2019",925 ball chain,Chain,Silver,35,,95.4,95.4,Female,21.0,Regular,5.0
"Friday, July 5, 2019",925 chain,Chain,Silver,30,,160,160,Female,55.0,Regular,4.7
"Friday, July 5, 2019",10k gold chain,Chain,10k Gold,40,,84.9,84.9,Male,47.0,Occasional,3.7
"Saturday, July 6, 2019",925 chain,Chain,Silver,6,,65,65,Female,36.0,Regular,3.7
"Sunday, July 7, 2019",fj chain,Chain,FJ,97,350,50,400,Male,68.0,Regular,4.9
"Monday, July 8, 2019",due of 28th 2019,,,,220,,220,Male,26.0,Rare,4.0
"Monday, July 8, 2019",lay way pickup,,,,30,,30,Female,29.0,Regular,4.9
"Monday, July 8, 2019",st chain,Chain,FJ,90,158,,158,Female,64.0,Regular,5.0
"Monday, July 8, 2019",gold chain,Chain,10k Gold,47,132,,132,Male,38.0,Occasional,4.3
"Monday, July 8, 2019",watch repair,Custom Repairs,Generic,,,10,10,Male,62.0,Rare,4.4
"Tuesday, July 9, 2019",watch repair,Custom Repairs,Generic,1,20,,20,Female,46.0,Rare,4.5
"Tuesday, July 9, 2019",chain repair,Custom Repairs,Generic,1,25,,25,Male,36.0,Regular,3.4
"Tuesday, July 9, 2019",925 studs,Earring,Silver,4,,31.8,31.8,Female,56.0,Regular,4.1
"Tuesday, July 9, 2019",studs925,Earring,Silver,4,50,,50,Female,38.0,Occasional,4.9
"Tuesday, July 9, 2019",gold hoops,Hoops,10k Gold,90,,174.9,174.9,Male,34.0,Regular,3.7
"Tuesday, July 9, 2019",chain repair,Custom Repairs,Generic,1,15,,15,Female,66.0,Occasional,4.0
"Wednesday, July 10, 2019",gold chin charm,Chain and Charm,10k Gold,57,150,,150,Female,65.0,Occasional,3.6
"Wednesday, July 10, 2019",bracelet fj,Bracelet,FJ,10,53,,53,Male,62.0,Regular,3.7
"Thursday, July 11, 2019",layaway gold bracelet,Bracelet,10k Gold,,,25,25,Male,64.0,Regular,3.9
"Thursday, July 11, 2019",anklets 2 piece,Anklet,FJ,20,74.2,,74.2,Female,35.0,Regular,3.9
"Friday, July 12, 2019",gold studs,Earring,14K Gold,10,53,,53,Female,60.0,Occasional,3.7
"Friday, July 12, 2019",g/s studs,Earring,Silver,10,,53,53,Male,25.0,Regular,3.5
"Friday, July 12, 2019",st.chain and charm,Chain and Charm,FJ,20,,157.94,157.94,Female,68.0,Regular,4.6
"Friday, July 12, 2019",gold charm and cross,Charm,10k Gold,,,65,65,Female,50.0,Rare,5.0
"Friday, July 12, 2019",fz tennis chain,Chain,FJR,28,110,,110,Others,50.0,Occasional,4.5
"Friday, July 12, 2019",gold bracelet,Bracelet,10k Gold,,400,,400,Female,54.0,Occasional,4.9
"Sunday, July 14, 2019",silver chain cuban,Chain,Silver,,300,,300,Female,69.0,Regular,5.0
"Sunday, July 14, 2019",silver studs,Earring,Silver,10,,40,40,Female,65.0,Regular,3.4
"Sunday, July 14, 2019",gold chain and charms,Chain and Charm,10k Gold,,,687.94,687.94,Male,40.0,Occasional,4.3
"Sunday, July 14, 2019",silver hoops,Hoops,Silver,,94,,94,Male,23.0,Occasional,3.4
"Saturday, July 13, 2019",fz tennis chain and charm,Chain and Charm,FJR,60,160,,160,Male,53.0,Regular,3.6
"Saturday, July 13, 2019",chain maintainence,Custom Repairs,Custom,,,30,30,Male,27.0,Occasional,4.3
"Saturday, July 13, 2019",watch maintainenece,Custom Repairs,Custom,,,10.6,10.6,Female,41.0,Occasional,4.3
"Saturday, July 13, 2019",gold chain,Chain,10k Gold,,,206.34,206.34,Female,62.0,Regular,4.3
"Saturday, July 13, 2019",silver charm,Charm,Silver,,,50,50,Others,36.0,Regular,4.4
"Saturday, July 13, 2019",silver pendant,Pendant,Silver,15,,50,50,Female,58.0,Regular,3.7
"Saturday, July 13, 2019",gold hoop,Hoops,10k Gold,,,74.19,74.19,Others,67.0,Regular,4.0
"Saturday, July 13, 2019",gold chain and charm,Chain and Charm,10k Gold,,,201.31,201.31,Male,31.0,Regular,3.6
"Saturday, July 13, 2019",gold earring,Earring,10k Gold,,,135.99,135.99,Male,64.0,Regular,4.8
"Saturday, July 13, 2019",gold hoop,Hoops,10k Gold,,,168.54,168.54,Female,59.0,Regular,4.2
"Saturday, July 13, 2019",gold chain and charm,Chain and Charm,10k Gold,,100,110.94,210.94,Male,22.0,Occasional,3.3
"Saturday, July 13, 2019",fz watch,Watch,Custom,10,,50,50,Male,70.0,Regular,4.4
"Saturday, July 13, 2019",chain maintainence,Custom Repairs,Custom,,42.39,,42.39,Others,35.0,Regular,4.2
"Saturday, July 13, 2019",gold charm,Charm,10k Gold,,120,,120,Female,63.0,Rare,4.4
"Saturday, July 13, 2019",fz bracelet,Bracelet,FJ,15,,60,60,Male,61.0,Occasional,3.9
"Saturday, July 13, 2019",14 k gold star fish deposit order,Earring,14K Gold,170,,100,100,Female,22.0,Regular,4.5
"Saturday, July 13, 2019",gold chain and charm,Chain and Charm,10k Gold,,,145.57,145.57,Female,37.0,Rare,3.6
"Saturday, July 13, 2019",studs925,Earring,Silver,10,58,,58,Female,34.0,Regular,4.0
"Monday, July 15, 2019",studs 2 piece,Earring,Silver,20,80,,80,Female,56.0,Regular,3.6
"Monday, July 15, 2019",watch maintainence,Custom Repairs,Custom,,,15,15,Female,36.0,Occasional,4.9
"Monday, July 15, 2019",dues left,Custom Repairs,FJ,,30,,30,Male,30.0,Regular,4.1
"Monday, July 15, 2019",studs,Earring,Silver,10,45,,45,Others,30.0,Occasional,4.2
"Tuesday, July 16, 2019",fz watch,Watch,Custom,20,,94.34,94.34,Female,58.0,Regular,4.1
"Tuesday, July 16, 2019",studs gold,Earring,14K Gold,5,20,,20,Male,24.0,Regular,4.3
"Tuesday, July 16, 2019",tennis chain and charm,Chain and Charm,FJR,60,,249,249,Female,44.0,Occasional,4.7
"Tuesday, July 16, 2019",studs gold,Earring,14K Gold,10,,52.64,52.64,Male,58.0,Regular,3.7
"Wednesday, July 17, 2019",silver studs,Earring,Silver,10,,35,35,Male,46.0,Occasional,4.8
"Wednesday, July 17, 2019",gold chain,Chain,10k Gold,,,130,130,Male,68.0,Regular,4.9
"Wednesday, July 17, 2019",studs 925,Earring,Silver,10,,53,53,Male,20.0,Regular,4.9
"Thursday, July 18, 2019",st chain,Chain,FJ,15,60,,60,Female,19.0,Occasional,4.9
"Thursday, July 18, 2019",layaway chain and charm,Chain and Charm,10k Gold,,40,,40,Male,62.0,Occasional,3.9
"Thursday, July 18, 2019",chain maintainence,Custom Repairs,Custom,,40,,40,Others,35.0,Occasional,3.7
"Friday, July 19, 2019",silver necklace 2 piece,Chain,Silver,30,,127.2,127.2,Male,34.0,Occasional,4.2
"Friday, July 19, 2019",silver chain,Chain,Silver,72,,157.94,157.94,Female,58.0,Regular,3.8
"Friday, July 19, 2019",gold chain,Chain,10k Gold,,,213.5,213.5,Female,70.0,Regular,3.9
"Friday, July 19, 2019",frontsg/s 4 teeth,Custom Fronts,Silver,45,,75,75,Male,32.0,Occasional,3.3
"Friday, July 19, 2019",bottom g/s 4 teeth,Custom Fronts,Silver,45,80,,80,Male,70.0,Occasional,4.8
"Saturday, July 20, 2019",fz cuban link chain,Chain,FJ,30,158,,158,Others,68.0,Regular,3.6
"Saturday, July 20, 2019",fz chain and charm,Chain and Charm,FJ,32,,159,159,Others,40.0,Regular,4.1
"Saturday, July 20, 2019",925 studs,Earring,Silver,10,,47.7,47.7,Female,68.0,Regular,4.0
"Saturday, July 20, 2019",925 ring,Ring,Silver,15,,73.14,73.14,Male,70.0,Regular,3.7
"Saturday, July 20, 2019",watch maintainence,Custom Repairs,Custom,,,15,15,Male,46.0,Regular,4.5
"Saturday, July 20, 2019",gold chain and charm,Chain and Charm,10k Gold,,,317.98,317.98,Male,68.0,Occasional,3.3
"Saturday, July 20, 2019",layaway silver mens ring,Ring,Silver,25,20,,20,Female,45.0,Regular,4.6
"Saturday, July 20, 2019",layaway due as of 4th july tennis chain and charm,Chain,FJR,,,308.1,308.1,Male,56.0,Occasional,4.8
"Saturday, July 20, 2019",fz chain and charm,Chain and Charm,FJ,25,,47.5,47.5,Female,24.0,Regular,4.7
"Sunday, July 21, 2019",gold chain and charm card,Chain and Charm,10k Gold,,600,,600,Female,21.0,Regular,3.6
"Sunday, July 21, 2019",silver ring,Ring,Silver,10,,159,159,Male,52.0,Occasional,4.5
"Sunday, July 21, 2019",st.chain,Chain,FJ,15,,90.1,90.1,Female,52.0,Regular,3.9
"Sunday, July 21, 2019",gold ring 2 piece,Ring,10k Gold,,320,,320,Female,33.0,Regular,3.9
"Sunday, July 21, 2019",gold studs,Earring,14K Gold,10,40,,40,Male,19.0,Occasional,4.1
"Sunday, July 21, 2019",fz bracelet tennis,Bracelet,FJR,15,,84.2,84.2,Female,42.0,Occasional,4.4
"Monday, July 22, 2019",chain and charm gold 10kt,Chain and Charm,10k Gold,,,238.5,238.5,Male,21.0,Occasional,3.7
"Monday, July 22, 2019",gold chain in exchange with 2.6 gm from 1.6 gm,Chain,10k Gold,,125,,125,Female,61.0,Occasional,3.4
"Monday, July 22, 2019",gold chain 14 kt,Chain,14K Gold,,,275,275,Male,29.0,Regular,3.8
"Monday, July 22, 2019",gold chain and charm,Chain and Charm,10k Gold,,,159,159,Male,48.0,Rare,3.8
"Tuesday, July 23, 2019",studs 925,Earring,Silver,10,75,,75,Male,52.0,Occasional,4.3
"Tuesday, July 23, 2019",bracelet 925,Bracelet,Silver,100,200,,200,Female,47.0,Occasional,3.9
"Tuesday, July 23, 2019",tennis chain and charm,Chain and Charm,FJR,50,150,,150,Male,61.0,Regular,4.1
"Tuesday, July 23, 2019",watch link,Custom Repairs,Custom,,15,,15,Male,31.0,Regular,4.9
"Tuesday, July 23, 2019",925 studs,Earring,Silver,10,,42.4,42.4,Male,19.0,Regular,4.5
"Tuesday, July 23, 2019",watch link,Custom Repairs,Custom,,15,,15,Female,23.0,Occasional,5.0
"Wednesday, July 24, 2019",studs gold,Earring,14K Gold,10,20,,20,Female,70.0,Rare,4.3
"Wednesday, July 24, 2019",st.ring,Ring,FJ,15,,79,79,Others,52.0,Regular,3.5
"Wednesday, July 24, 2019",chain maintainence,Custom Repairs,Custom,,,15,15,Female,63.0,Occasional,4.2
"Wednesday, July 24, 2019",g/s thin necklace,Chain and Charm,Silver,25,75,,75,Others,34.0,Regular,3.3
"Wednesday, July 24, 2019",silver chain,Chain,Silver,,127,,127,Others,69.0,Regular,4.1
"Thursday, July 25, 2019",silver studs,Earring,Silver,10,,53,53,Female,36.0,Regular,4.2
"Thursday, July 25, 2019",anklet,Anklet,FJ,15,,53,53,Female,66.0,Occasional,4.9
"Thursday, July 25, 2019",fz tennis chain,Chain,FJR,25,100,,100,Female,18.0,Regular,4.2
"Thursday, July 25, 2019",watch maintainence,Custom Repairs,Custom,,,12,12,Male,68.0,Occasional,4.4
"Friday, July 26, 2019",studs 925,Earring,Silver,10,40,,40,Male,62.0,Occasional,3.4
"Friday, July 26, 2019",fz watch,Watch,FJ,10,70,,70,Male,18.0,Occasional,4.8
"Friday, July 26, 2019",invicta watch,Watch,Branded,179,,35,35,Male,53.0,Regular,3.6
"Friday, July 26, 2019",due as of 19 th july fronts,Custom Fronts,Silver,,,82.94,82.94,Male,66.0,Regular,4.8
"Friday, July 26, 2019",due as of 19 th july fronts,Custom Fronts,Silver,,77,,77,Male,64.0,Rare,4.3
"Friday, July 26, 2019",chain fz,Chain,FJ,10,15,,15,Male,34.0,Regular,3.3
"Saturday, July 27, 2019",layaway chain and charm,Chain and Charm,Silver,90,25,,25,Female,46.0,Regular,4.1
"Saturday, July 27, 2019",charm g/s,Charm,Silver,10,,90.1,90.1,Male,18.0,Rare,3.9
"Saturday, July 27, 2019",gold chain,Chain,10k Gold,,,185.5,185.5,Female,42.0,Occasional,4.9
"Saturday, July 27, 2019",st.band ring 2 piece,Ring,FJ,30,100,,100,Female,34.0,Rare,4.5
"Saturday, July 27, 2019",tennis chain,Chain,FJR,20,,80,80,Female,22.0,Rare,4.6
"Saturday, July 27, 2019",silver charm,Charm,Silver,15,,52.5,52.5,Others,51.0,Occasional,3.9
"Saturday, July 27, 2019",silver chain and charm,Chain and Charm,Silver,40,150,,150,Male,57.0,Occasional,4.1
"Saturday, July 27, 2019",fz bracelet,Bracelet,FJ,25,,50,50,Male,38.0,Regular,4.8
"Saturday, July 27, 2019",studs 925,Earring,Silver,10,,45.39,45.39,Male,21.0,Regular,4.8
"Saturday, July 27, 2019",g/s chain and charm,Chain and Charm,Silver,55,,135.59,135.59,Others,27.0,Regular,3.9
"Saturday, July 27, 2019",fz tennis chain and charm,Chain and Charm,FJR,85,420,,420,Female,67.0,Regular,3.4
"Saturday, July 27, 2019",gold chain 14kt,Chain,14K Gold,,100,165,265,Male,54.0,Regular,4.8
"Saturday, July 27, 2019",gold chain and charm,Chain and Charm,10k Gold,,,689,689,Female,53.0,Occasional,4.7
"Saturday, July 27, 2019",sil.chain and charm trade in gold chain,Chain and Charm,Silver,30,85,,85,Female,48.0,Regular,3.5
"Sunday, July 28, 2019",studs,Earring,Silver,10,63.6,,63.6,Others,41.0,Regular,3.5
"Sunday, July 28, 2019",14k studs,Earring,14K Gold,10,74.2,,74.2,Female,29.0,Regular,4.3
"Monday, July 29, 2019",bracelet gold 10kt,Bracelet,10k Gold,,,408.1,408.1,Female,27.0,Occasional,4.2
"Monday, July 29, 2019",925 chain,Chain,Silver,10,100,,100,Male,40.0,Rare,4.7
"Tuesday, July 30, 2019",925 stud,Earring,Silver,10,20,,20,Female,27.0,Regular,4.9
"Tuesday, July 30, 2019",tungsten ring,Ring,FJ,10,60,,60,Female,32.0,Occasional,4.5
"Tuesday, July 30, 2019",fj watch,Watch,FJ,10,,53,53,Male,29.0,Regular,5.0
"Tuesday, July 30, 2019",layway paid,Chain,10k Gold,,,30,30,Female,61.0,Regular,4.5
"Wednesday, July 31, 2019",battery replacement watch,Custom Repairs,Custom,,,45,45,Male,51.0,Occasional,4.7
"Wednesday, July 31, 2019",chain repair,Custom Repairs,Custom,,20,,20,Male,37.0,Rare,4.9
"Wednesday, July 31, 2019",watch band maintainence,Custom Repairs,Custom,,15,,15,Male,33.0,Regular,4.8
"Wednesday, July 31, 2019",watch link,Custom Repairs,Custom,,20,,20,Female,23.0,Regular,4.3
"Thursday, August 1, 2019",fj cuban chain,Chain,FJR,100,,238.5,238.5,Female,40.0,Regular,4.9
"Thursday, August 1, 2019",watch battery x2,Custom Repairs,Generic,,35,,35,Male,49.0,Regular,4.9
"Thursday, August 1, 2019",silver stud,Earring,Silver,10,30,,30,Female,29.0,Regular,3.4
"Friday, August 2, 2019",watch repiar,Custom Repairs,Generic,,15,,15,Male,30.0,Occasional,5.0
"Friday, August 2, 2019",silver stud,Earring,Silver,5,,42.4,42.4,Female,64.0,Occasional,4.3
"Friday, August 2, 2019",invicta watch on lay away,Watch,Branded,179,,50,50,Female,49.0,Rare,4.2
"Friday, August 2, 2019",silver pendant,Pendant,Silver,10,60,,60,Male,28.0,Rare,3.9
"Friday, August 2, 2019",silver chain,Chain,Silver,40,95,,95,Others,52.0,Regular,3.5
"Friday, August 2, 2019",cuban chain,Chain,FJR,75,180,,180,Others,45.0,Regular,3.3
"Friday, August 2, 2019",black chain fz,Chain,FJ,10,40,,40,Female,38.0,Regular,4.7
"Saturday, August 3, 2019",silver over gold chain on layaway,Chain,Silver,120,40,,40,Female,61.0,Occasional,3.7
"Saturday, August 3, 2019",lay away pick up,Chain and Charm,10k Gold,,171,,171,Female,67.0,Regular,5.0
"Saturday, August 3, 2019",watch repiar,Custom Repairs,Generic,,24,,24,Female,47.0,Regular,3.6
"Saturday, August 3, 2019",silver chain and charm,Chain and Charm,Silver,50,,168.54,168.54,Male,26.0,Regular,4.8
"Saturday, August 3, 2019",gold earrin,Hoops,10k Gold,95,,198.79,198.79,Female,42.0,Regular,4.6
"Saturday, August 3, 2019",fashion chain,Chain,FJ,7,,63.55,63.55,Others,31.0,Regular,3.7
"Saturday, August 3, 2019",10k gold rope chain,Chain,10k Gold,125,220,50,270,Male,46.0,Regular,4.0
"Saturday, August 3, 2019",tennis chain and charm,Chain and Charm,FJR,60,240,,240,Male,67.0,Rare,4.3
"Saturday, August 3, 2019",10k gold chain and charm,Chain and Charm,10k Gold,109,,197,197,Female,55.0,Rare,3.4
"Saturday, August 3, 2019",watch link,Custom Repairs,Generic,,,21.2,21.2,Male,59.0,Rare,3.9
"Saturday, August 3, 2019",10k gold charm,Charm,10k Gold,50,140,,140,Female,56.0,Regular,5.0
"Saturday, August 3, 2019",silver chain and charm,Chain and Charm,Silver,38,,95.39,95.39,Female,30.0,Rare,4.0
"Saturday, August 3, 2019",watch repiar,Custom Repairs,Generic,,15,,15,Female,47.0,Regular,4.0
"Saturday, August 3, 2019",silver stud,Earring,Silver,10,55,,55,Female,38.0,Rare,3.7
"Saturday, August 3, 2019",refung,,,,,-15,-15,Female,39.0,Occasional,3.5
"Sunday, August 4, 2019",silver chain and charm,Chain and Charm,Silver,52,,157.94,157.94,Male,39.0,Regular,3.3
"Sunday, August 4, 2019",FZ ring,Ring,FJ,10,,68.9,68.9,Female,66.0,Regular,4.5
"Sunday, August 4, 2019",FZ bracelet and chain,Chain,FJ,25,,132.5,132.5,Others,37.0,Regular,3.9
"Sunday, August 4, 2019",ST ST chain,Chain,FJ,25,106,,106,Male,53.0,Regular,3.8
"Sunday, August 4, 2019",silver stud,Earring,Silver,3,40,,40,Female,70.0,Regular,4.3
"Sunday, August 4, 2019",FJ stud,Earring,FJ,5,,37.1,37.1,Female,66.0,Regular,4.2
"Sunday, August 4, 2019",battery watch,Watch,Generic,,10,,10,Female,66.0,Occasional,4.7
"Sunday, August 4, 2019",tungstung ring,Ring,FJ,10,55,,55,Female,54.0,Occasional,4.7
"Monday, August 5, 2019",FZ bracelet,Bracelet,FJ,20,80,,80,Others,43.0,Occasional,3.9
"Monday, August 5, 2019",silver chain and charm,Chain and Charm,Silver,50,140,,140,Female,21.0,Occasional,4.2
"Monday, August 5, 2019",10k gold chain and charm,Chain and Charm,10k Gold,170,,290,290,Female,61.0,Regular,4.6
"Monday, August 5, 2019",chain repiar,Custom Repairs,Generic,,,15,15,Male,45.0,Regular,3.4
"Monday, August 5, 2019",silver stud,Earring,Silver,7,,41.34,41.34,Male,27.0,Occasional,4.3
"Tuesday, August 6, 2019",FJ chain and charm,Chain and Charm,FJR,55,,320,320,Others,47.0,Regular,3.5
"Tuesday, August 6, 2019",silver stud,Earring,Silver,10,,60,60,Female,40.0,Occasional,3.3
"Tuesday, August 6, 2019",silver hoop,Hoops,Silver,30,,100,100,Male,58.0,Regular,4.8
"Tuesday, August 6, 2019",Ring repiar,Custom Repairs,Generic,,,25,25,Female,25.0,Regular,3.3
"Wednesday, August 7, 2019",repiar chain,Custom Repairs,Generic,,35,,35,Male,48.0,Occasional,4.5
"Wednesday, August 7, 2019",10k gold chain,Chain,10k Gold,43,,95.4,95.4,Male,59.0,Occasional,3.7
"Wednesday, August 7, 2019",tennis chain,Chain,FJR,25,150,,150,Female,62.0,Occasional,3.5
"Thursday, August 8, 2019",fj chain and charm,Chain and Charm,FJ,5,47.7,,47.7,Male,34.0,Regular,4.8
"Thursday, August 8, 2019",14k stud,Earring,14K Gold,5,,47.7,47.7,Male,44.0,Regular,5.0
"Friday, August 9, 2019",silver pendant,Pendant,Silver,10,,50,50,Male,28.0,Regular,4.6
"Friday, August 9, 2019",14k gold chain`,Chain,14K Gold,265,350,,350,Male,21.0,Regular,4.9
"Friday, August 9, 2019",tennis chain,Chain,FJR,20,,53,53,Female,51.0,Regular,4.3
"Friday, August 9, 2019",silver stud,Earring,Silver,15,,26.5,26.5,Male,40.0,Regular,4.3
"Friday, August 9, 2019",silver charm only,Charm,Silver,40,,125,125,Male,26.0,Rare,4.6
"Friday, August 9, 2019",silver hoops earring,Hoops,Silver,18,,65,65,Female,21.0,Regular,4.4
"Saturday, August 10, 2019",gold over silver chain,Chain,Silver,25,,79.5,79.5,Male,35.0,Regular,4.5
"Saturday, August 10, 2019",bracelet repiar,Custom Repairs,Generic,,,10,10,Male,37.0,Regular,4.0
"Saturday, August 10, 2019",gold chain,Chain,10k Gold,65,150,,150,Female,22.0,Regular,4.0
"Saturday, August 10, 2019",gold over silver chain,Chain,Silver,50,,190.79,190.79,Female,52.0,Regular,4.1
"Saturday, August 10, 2019",silver ring,Ring,Silver,22,,150,150,Male,54.0,Rare,3.5
"Saturday, August 10, 2019",silver earring,Earring,Silver,10,,62,62,Female,44.0,Regular,3.5
"Saturday, August 10, 2019",silver chain and charm,Chain and Charm,Silver,38,150,,150,Male,44.0,Regular,4.8
"Saturday, August 10, 2019",fj bracelet on lay away,Bracelet,FJ,7,,10,10,Female,29.0,Regular,4.5
"Saturday, August 10, 2019",charm pendora,Charm,Silver,5,31.8,,31.8,Female,18.0,Regular,3.8
"Saturday, August 10, 2019",10k gold chain and charm,Chain and Charm,10k Gold,100,,263.94,263.94,Female,30.0,Regular,5.0
"Saturday, August 10, 2019",silver charm,Charm,Silver,8,60,,60,Others,60.0,Regular,4.4
"Saturday, August 10, 2019",tennis chain and charm,Chain and Charm,FJR,56,270,,270,Others,59.0,Regular,3.6
"Saturday, August 10, 2019",silver/diamond earring,Earring,Silver and Diamond,40,140,,140,Male,27.0,Regular,3.8
"Saturday, August 10, 2019",watch link,Custom Repairs,Generic,,,20,20,Male,48.0,Regular,4.5
"Saturday, August 10, 2019",repiar,Custom Repairs,Generic,,,10,10,Male,33.0,Regular,3.8
"Sunday, August 11, 2019",FJ ladies watch,Watch,FJ,8,25,,25,Male,36.0,Regular,4.7
"Sunday, August 11, 2019",silver stud,Earring,Silver,2,,26.5,26.5,Male,24.0,Regular,4.5
"Sunday, August 11, 2019",fj chain only,Chain,FJ,5,20,,20,Male,41.0,Occasional,4.7
"Sunday, August 11, 2019",repiar,Custom Repairs,Generic,,10,,10,Male,20.0,Regular,4.6
"Sunday, August 11, 2019",fj chain and charm,Chain and Charm,FJ,18,84.8,,84.8,Male,52.0,Rare,4.7
"Sunday, August 11, 2019",custom name necklace,Custom Name Necklace,Custom,35,,50,50,Male,45.0,Rare,3.4
"Monday, August 12, 2019",fj earring,Earring,FJ,3,,58.3,58.3,Others,27.0,Regular,4.4
"Monday, August 12, 2019",10k gold chain,Chain,10k Gold,90,200,,200,Female,21.0,Regular,4.5
"Wednesday, August 14, 2019",silver stud only,Earring,Silver,3,37.1,,37.1,Male,35.0,Occasional,4.0
"Wednesday, August 14, 2019",repiar,Custom Repairs,Generic,,10,,10,Female,25.0,Regular,3.3
"Wednesday, August 14, 2019",silver stud only,Earring,Silver,8,20,,20,Female,62.0,Occasional,4.3
"Tuesday, August 13, 2019",repiar,Custom Repairs,Generic,,,63.6,63.6,Male,18.0,Rare,3.6
"Tuesday, August 13, 2019",repiar,Custom Repairs,Generic,,,15,15,Female,64.0,Regular,4.8
"Tuesday, August 13, 2019",repiar,Custom Repairs,Generic,,10,,10,Female,65.0,Regular,3.5
"Tuesday, August 13, 2019",10k gold charm,Charm,10k Gold,65,,159,159,Female,26.0,Regular,4.3
"Thursday, August 15, 2019",tennis chain,Chain,FJR,20,,63.6,63.6,Others,62.0,Regular,4.2
"Thursday, August 15, 2019",silver chain and charm,Chain and Charm,Silver,42,,196.1,196.1,Male,64.0,Rare,5.0
"Thursday, August 15, 2019",invicta watch on layaway,Watch,Branded,149,20,,20,Male,38.0,Regular,4.3
"Friday, August 16, 2019",silver stud,Earring,Silver,10,,47.7,47.7,Female,39.0,Regular,3.9
"Friday, August 16, 2019",FJ chain only,Chain,FJ,5,,58.9,58.9,Female,65.0,Occasional,3.9
"Friday, August 16, 2019",silver stud,Earring,Silver,2,,32,32,Female,50.0,Occasional,4.2
"Friday, August 16, 2019",FJ watch on lay away,Watch,FJ,12,10,,10,Female,30.0,Occasional,3.8
"Friday, August 16, 2019",silver chain and charm,Chain and Charm,Silver,44,,212,212,Male,38.0,Regular,4.4
"Friday, August 16, 2019",FJ chain and bracelet,Bracelet,FJ,10,,63.6,63.6,Female,56.0,Rare,4.2
"Friday, August 16, 2019",silver stud,Earring,Silver,3,,31.8,31.8,Female,21.0,Regular,3.3
"Friday, August 16, 2019",tennis chain and charm,Chain and Charm,FJR,50,200,,200,Female,49.0,Rare,4.4
"Friday, August 16, 2019",layaway pick up,Chain,Silver,,210,,210,Female,48.0,Occasional,3.6
"Friday, August 16, 2019",silver stud,Earring,Silver,7,30,,30,Male,40.0,Regular,4.0
"Friday, August 16, 2019",10k gold charm,Charm,10k Gold,20,50,,50,Male,56.0,Rare,4.9
"Friday, August 16, 2019",14k stud x2,Earring,14K Gold,10,75,,75,Female,30.0,Regular,4.5
"Friday, August 16, 2019",repiar (cash app ),Custom Repairs,Generic,,,10,10,Male,62.0,Regular,3.6
"Saturday, August 17, 2019",10k gold charm only,Charm,10k Gold,57.5,,132.5,132.5,Female,39.0,Occasional,4.7
"Saturday, August 17, 2019",Repair watch,Custom Repairs,Generic,,20,,20,Male,29.0,Occasional,4.6
"Saturday, August 17, 2019",Repair watch,Custom Repairs,Generic,,10,,10,Others,51.0,Regular,3.4
"Saturday, August 17, 2019",FJ chain only,Chain,FJ,5,,35,35,Male,64.0,Regular,4.7
"Saturday, August 17, 2019",silver chain and charm,Chain and Charm,Silver,16,,75,75,Female,36.0,Regular,4.3
"Saturday, August 17, 2019",st st chain and charm,Chain and Charm,FJ,15,120,,120,Female,55.0,Regular,3.8
"Saturday, August 17, 2019",silver stud,Earring,Silver,8,60,,60,Male,61.0,Rare,4.8
"Saturday, August 17, 2019",repiar,Custom Repairs,Generic,,,10,10,Others,47.0,Regular,3.3
"Saturday, August 17, 2019",zack cumtom teeth,Custom Fronts,Custom,74,180,,180,Male,46.0,Regular,4.2
"Saturday, August 17, 2019",10k gold baby bracelet,Bracelet,10k Gold,45,95,,95,Others,60.0,Regular,4.8
"Saturday, August 17, 2019",necklace pick,Custom Name Necklace,Custom,,,50,50,Male,29.0,Regular,5.0
"Saturday, August 17, 2019",repiar,Custom Repairs,Generic,,,15,15,Others,68.0,Occasional,3.3
"Sunday, August 18, 2019",FJ chain and charm,Chain and Charm,FJ,10,20,74.2,94.2,Female,43.0,Regular,3.9
"Sunday, August 18, 2019",silver pendant,Pendant,Silver,10,79.9,,79.9,Male,42.0,Regular,3.8
"Sunday, August 18, 2019",FJ watch,Watch,FJ,10,53,,53,Male,44.0,Regular,4.9
"Monday, August 19, 2019",chain repiar,Custom Repairs,Generic,,,25,25,Male,51.0,Occasional,3.3
"Monday, August 19, 2019",silver anklet,Anklet,Silver,10,,42.4,42.4,Female,67.0,Occasional,4.0
